kind,N,threshold,trial,ms
random,6700,50,6,0
random,6700,50,7,0
random,6800,5,1,0
random,6800,5,2,0
random,6800,5,3,0
random,6800,5,4,0
random,6800,5,5,0
random,6800,5,6,0
random,6800,5,7,0
random,6800,10,1,0
random,6800,10,2,0
random,6800,10,3,0
random,6800,10,4,0
random,6800,10,5,0
random,6800,10,6,0
random,6800,10,7,0
random,6800,20,1,0
random,6800,20,2,0
random,6800,20,3,0
random,6800,20,4,0
random,6800,20,5,0
random,6800,20,6,0
random,6800,20,7,0
random,6800,30,1,0
random,6800,30,2,0
random,6800,30,3,0
random,6800,30,4,0
random,6800,30,5,0
random,6800,30,6,0
random,6800,30,7,0
random,6800,50,1,0
random,6800,50,2,0
random,6800,50,3,0
random,6800,50,4,0
random,6800,50,5,0
random,6800,50,6,0
random,6800,50,7,0
random,6900,5,1,0
random,6900,5,2,0
random,6900,5,3,0
random,6900,5,4,0
random,6900,5,5,0
random,6900,5,6,0
random,6900,5,7,0
random,6900,10,1,0
random,6900,10,2,0
random,6900,10,3,0
random,6900,10,4,0
random,6900,10,5,0
random,6900,10,6,0
random,6900,10,7,0
random,6900,20,1,0
random,6900,20,2,0
random,6900,20,3,0
random,6900,20,4,0
random,6900,20,5,0
random,6900,20,6,0
random,6900,20,7,0
random,6900,30,1,0
random,6900,30,2,0
random,6900,30,3,0
random,6900,30,4,0
random,6900,30,5,0
random,6900,30,6,0
random,6900,30,7,0
random,6900,50,1,0
random,6900,50,2,0
random,6900,50,3,0
random,6900,50,4,0
random,6900,50,5,0
random,6900,50,6,0
random,6900,50,7,0
random,7000,5,1,0
random,7000,5,2,0
random,7000,5,3,0
random,7000,5,4,0
random,7000,5,5,0
random,7000,5,6,0
random,7000,5,7,0
random,7000,10,1,0
random,7000,10,2,0
random,7000,10,3,0
random,7000,10,4,0
random,7000,10,5,0
random,7000,10,6,0
random,7000,10,7,0
random,7000,20,1,0
random,7000,20,2,0
random,7000,20,3,0
random,7000,20,4,0
random,7000,20,5,0
random,7000,20,6,0
random,7000,20,7,0
random,7000,30,1,0
random,7000,30,2,0
random,7000,30,3,0
random,7000,30,4,0
random,7000,30,5,0
random,7000,30,6,0
random,7000,30,7,0
random,7000,50,1,0
random,7000,50,2,0
random,7000,50,3,0
random,7000,50,4,0
random,7000,50,5,0
random,7000,50,6,0
random,7000,50,7,0
random,7100,5,1,0
random,7100,5,2,0
random,7100,5,3,0
random,7100,5,4,0
random,7100,5,5,0
random,7100,5,6,0
random,7100,5,7,0
random,7100,10,1,0
random,7100,10,2,0
random,7100,10,3,0
random,7100,10,4,0
random,7100,10,5,0
random,7100,10,6,0
random,7100,10,7,0
random,7100,20,1,0
random,7100,20,2,0
random,7100,20,3,0
random,7100,20,4,0
random,7100,20,5,0
random,7100,20,6,0
random,7100,20,7,0
random,7100,30,1,0
random,7100,30,2,0
random,7100,30,3,0
random,7100,30,4,0
random,7100,30,5,0
random,7100,30,6,0
random,7100,30,7,0
random,7100,50,1,0
random,7100,50,2,0
random,7100,50,3,0
random,7100,50,4,0
random,7100,50,5,0
random,7100,50,6,0
random,7100,50,7,0
random,7200,5,1,0
random,7200,5,2,0
random,7200,5,3,0
random,7200,5,4,0
random,7200,5,5,0
random,7200,5,6,0
random,7200,5,7,0
random,7200,10,1,0
random,7200,10,2,0
random,7200,10,3,0
random,7200,10,4,0
random,7200,10,5,0
random,7200,10,6,0
random,7200,10,7,0
random,7200,20,1,0
random,7200,20,2,0
random,7200,20,3,0
random,7200,20,4,0
random,7200,20,5,0
random,7200,20,6,0
random,7200,20,7,0
random,7200,30,1,0
random,7200,30,2,0
random,7200,30,3,0
random,7200,30,4,0
random,7200,30,5,0
random,7200,30,6,0
random,7200,30,7,0
random,7200,50,1,0
random,7200,50,2,0
random,7200,50,3,0
random,7200,50,4,0
random,7200,50,5,0
random,7200,50,6,0
random,7200,50,7,0
random,7300,5,1,0
random,7300,5,2,0
random,7300,5,3,0
random,7300,5,4,0
random,7300,5,5,0
random,7300,5,6,0
random,7300,5,7,0
random,7300,10,1,0
random,7300,10,2,0
random,7300,10,3,0
random,7300,10,4,0
random,7300,10,5,0
random,7300,10,6,0
random,7300,10,7,0
random,7300,20,1,0
random,7300,20,2,0
random,7300,20,3,0
random,7300,20,4,0
random,7300,20,5,0
random,7300,20,6,0
random,7300,20,7,0
random,7300,30,1,0
