mode,N,seed,Shat,time_ms
wide,4100,5393238037128,0.891591004653620,0.081351000000000
wide,4100,5393238037129,0.912932278701180,0.105447000000000
wide,4100,5393238037130,0.927159794732887,0.088391000000000
wide,4100,5393238037131,0.924788542060936,0.080816000000000
wide,4100,5393238037132,0.863135972590207,0.084326000000000
wide,4100,5393238037133,1.048093681002394,0.082074000000000
wide,4100,5393238037134,0.965099837484105,0.086013000000000
wide,4100,5393238037135,0.974584848171909,0.081707000000000
wide,4100,5393238037136,0.882105993965815,0.082189000000000
wide,4100,5393238037137,0.860764719918255,0.081498000000000
wide,4100,5393238037138,0.865507225262158,0.080995000000000
wide,4100,5393238037139,0.988812364203616,0.081613000000000
wide,4100,5393238037140,0.912932278701180,0.081172000000000
wide,4100,5393238037141,0.931902300076789,0.137055000000000
wide,4100,5393238037142,1.010153638251176,0.082053000000000
wide,4100,5393238037143,0.939016058092642,0.081885000000000
wide,4100,5393238037144,0.953243574124349,0.082074000000000
wide,4100,5393238037145,0.939016058092642,0.081455000000000
wide,4100,5393238037146,0.891591004653620,0.085531000000000
wide,4100,5393238037147,1.036237417642638,0.229783000000000
wide,4100,5393238037148,1.005411132907273,0.082136000000000
wide,4100,5393238037149,0.957986079468251,0.082817000000000
wide,4100,5393238037150,0.891591004653620,0.089282000000000
wide,4100,5393238037151,0.931902300076789,0.096720000000000
wide,4100,5393238037152,0.950872321452398,0.091293000000000
wide,4100,5393238037153,0.960357332140202,0.096070000000000
wide,4100,5393238037154,0.910561026029229,0.082168000000000
wide,4600,6050949992625,0.967986579867349,0.093388000000000
wide,4600,6050949992626,0.868651712501049,0.092142000000000
wide,4600,6050949992627,0.989121658030392,0.092037000000000
wide,4600,6050949992628,0.976440611132566,0.091859000000000
wide,4600,6050949992629,0.923602915724960,0.092875000000000
wide,4600,6050949992630,0.896127314113005,0.092393000000000
wide,4600,6050949992631,0.970100087683654,0.095232000000000
wide,4600,6050949992632,0.902467837561918,0.091503000000000
wide,4600,6050949992633,1.022937783091260,0.093032000000000
wide,4600,6050949992634,0.972213595499958,0.115305000000000
wide,4600,6050949992635,0.936283962622786,0.092257000000000
wide,4600,6050949992636,0.929943439173873,0.093220000000000
wide,4600,6050949992637,0.915148884459743,0.110822000000000
wide,4600,6050949992638,0.961646056418437,0.091775000000000
wide,4600,6050949992639,0.919375900092351,0.091691000000000
wide,4600,6050949992640,0.887673282847788,0.107270000000000
wide,4600,6050949992641,0.938397470439090,0.094551000000000
wide,4600,6050949992642,0.957419040785828,0.138752000000000
wide,4600,6050949992643,0.913035376643439,0.109208000000000
wide,4600,6050949992644,0.948965009520611,0.105111000000000
wide,4600,6050949992645,1.014483751826043,0.092896000000000
wide,4600,6050949992646,1.010256736193435,0.092435000000000
wide,4600,6050949992647,0.870765220317354,0.091649000000000
wide,4600,6050949992648,0.959532548602132,0.091880000000000
wide,4600,6050949992649,0.999689197111913,0.093220000000000
wide,4600,6050949992650,0.923602915724960,0.091524000000000
wide,4600,6050949992651,0.987008150214088,0.113712000000000
wide,4600,6050949992652,0.963759564234741,0.126522000000000
wide,4600,6050949992653,0.883446267215179,0.104368000000000
wide,4600,6050949992654,0.885559775031484,0.105761000000000
wide,5100,6708661948125,0.873085934782315,0.112633000000000
wide,5100,6708661948126,0.934087572147019,0.118574000000000
wide,5100,6708661948127,0.983651402505840,0.102943000000000
wide,5100,6708661948128,0.894055247626432,0.105216000000000
wide,5100,6708661948129,0.918837162805843,0.100795000000000
wide,5100,6708661948130,0.972213595499958,0.102535000000000
wide,5100,6708661948131,0.951244282655841,0.113954000000000
wide,5100,6708661948132,0.976026197835252,0.111932000000000
wide,5100,6708661948133,0.962682089661723,0.128946000000000
wide,5100,6708661948134,0.976026197835252,0.103016000000000
wide,5100,6708661948135,1.031308931697014,0.102126000000000
wide,5100,6708661948136,1.006527016517603,0.102241000000000
wide,5100,6708661948137,1.002714414182310,0.111849000000000
wide,5100,6708661948138,0.884523741788197,0.104536000000000
wide,5100,6708661948139,0.947431680320547,0.102188000000000
wide,5100,6708661948140,0.928368668644078,0.104159000000000
wide,5100,6708661948141,0.974119896667605,0.101990000000000
wide,5100,6708661948142,0.926462367476431,0.101194000000000
wide,5100,6708661948143,1.025590028194073,0.103069000000000
wide,5100,6708661948144,0.857835525441139,0.122335000000000
wide,5100,6708661948145,0.911211958135255,0.131890000000000
wide,5100,6708661948146,0.884523741788197,0.116165000000000
wide,5100,6708661948147,0.962682089661723,0.113513000000000
wide,5100,6708661948148,0.905493054632314,0.109920000000000
wide,5100,6708661948149,0.960775788494076,0.114865000000000
wide,5100,6708661948150,0.911211958135255,0.107940000000000
wide,5100,6708661948151,0.873085934782315,0.103697000000000
wide,5100,6708661948152,0.913118259302902,0.103498000000000
wide,5100,6708661948153,0.970307294332311,0.102964000000000
wide,5100,6708661948154,0.977932499002899,0.132466000000000
wide,5600,7366373903625,0.892353193012461,0.123917000000000
wide,5600,7366373903626,0.963533116968708,0.131942000000000
wide,5600,7366373903627,0.901033671543711,0.123613000000000
wide,5600,7366373903628,1.024296466687456,0.124703000000000
wide,5600,7366373903629,0.934019489962460,0.126390000000000
wide,5600,7366373903630,0.972213595499958,0.124179000000000
wide,5600,7366373903631,0.944436064199959,0.126725000000000
wide,5600,7366373903632,0.972213595499958,0.126599000000000
wide,5600,7366373903633,0.963533116968708,0.120575000000000
wide,5600,7366373903634,0.824645460468714,0.111304000000000
wide,5600,7366373903635,0.967005308381208,0.112037000000000
wide,5600,7366373903636,0.878464427362462,0.113964000000000
wide,5600,7366373903637,0.901033671543711,0.150391000000000
wide,5600,7366373903638,0.916658532899960,0.114635000000000
wide,5600,7366373903639,1.008671605331206,0.113472000000000
wide,5600,7366373903640,0.965269212674958,0.120407000000000
wide,5600,7366373903641,1.038185232337455,0.118910000000000
wide,5600,7366373903642,0.885408810187462,0.121885000000000
wide,5600,7366373903643,0.895825384424961,0.120376000000000
wide,5600,7366373903644,0.951380447024959,0.134781000000000
wide,5600,7366373903645,0.890617097306212,0.154771000000000
wide,5600,7366373903646,0.986102361149957,0.119810000000000
wide,5600,7366373903647,0.897561480131211,0.126001000000000
wide,5600,7366373903648,0.986102361149957,0.121476000000000
wide,5600,7366373903649,0.885408810187462,0.120763000000000
wide,5600,7366373903650,0.953116542731209,0.133105000000000
wide,5600,7366373903651,0.982630169737458,0.120523000000000
wide,5600,7366373903652,0.888881001599962,0.123645000000000
wide,5600,7366373903653,0.946172159906209,0.123970000000000
wide,5600,7366373903654,1.053810093693704,0.117212000000000
wide,6100,8024085859125,0.876586028729470,0.121487000000000
wide,6100,8024085859126,0.997714279972088,0.125782000000000
wide,6100,8024085859127,0.959463253263893,0.121287000000000
wide,6100,8024085859128,0.932368776012255,0.127092000000000
wide,6100,8024085859129,0.905274298760617,0.122890000000000
wide,6100,8024085859130,0.980182559397499,0.127835000000000
wide,6100,8024085859131,0.935556361571271,0.123917000000000
wide,6100,8024085859132,0.972213595499958,0.139496000000000
wide,6100,8024085859133,0.890930163745044,0.121486000000000
wide,6100,8024085859134,0.954681874925369,0.126222000000000
wide,6100,8024085859135,0.991339108854056,0.125363000000000
wide,6100,8024085859136,0.953088082145860,0.130297000000000
wide,6100,8024085859137,0.943525325468812,0.126997000000000
wide,6100,8024085859138,0.911649469878649,0.131188000000000
wide,6100,8024085859139,0.918024640996682,0.126620000000000
wide,6100,8024085859140,1.034371513900775,0.147542000000000
wide,6100,8024085859141,0.922806019335206,0.127322000000000
wide,6100,8024085859142,0.959463253263893,0.130455000000000
wide,6100,8024085859143,1.004089451090121,0.128056000000000
wide,6100,8024085859144,0.970619802720450,0.125509000000000
wide,6100,8024085859145,0.867023272052422,0.123089000000000
wide,6100,8024085859146,0.922806019335206,0.121979000000000
wide,6100,8024085859147,0.927587397673730,0.122891000000000
wide,6100,8024085859148,0.895711542083568,0.144095000000000
wide,6100,8024085859149,0.973807388279466,0.122199000000000
wide,6100,8024085859150,0.916430848217173,0.122010000000000
wide,6100,8024085859151,0.978588766617991,0.125206000000000
wide,6100,8024085859152,0.988151523295039,0.128097000000000
wide,6100,8024085859153,0.906868091540125,0.127982000000000
wide,6100,8024085859154,0.954681874925369,0.123645000000000
wide,6600,8681797814625,0.925075966627233,0.137473000000000
wide,6600,8681797814626,0.936860373845414,0.146515000000000
wide,6600,8681797814627,0.936860373845414,0.135368000000000
wide,6600,8681797814628,1.000201562643139,0.138050000000000
wide,6600,8681797814629,0.877938337754507,0.133597000000000
wide,6600,8681797814630,0.898561050386325,0.139747000000000
wide,6600,8681797814631,0.969267493695413,0.137777000000000
wide,6600,8681797814632,0.983998002718139,0.140617000000000
wide,6600,8681797814633,0.998728511740866,0.151670000000000
wide,6600,8681797814634,0.981051900913594,0.146736000000000
wide,6600,8681797814635,0.972213595499958,0.195347000000000
wide,6600,8681797814636,0.951590882868141,0.144399000000000
wide,6600,8681797814637,0.975159697304503,0.139433000000000
wide,6600,8681797814638,0.961902239184049,0.141214000000000
wide,6600,8681797814639,0.970740544597685,0.138406000000000
wide,6600,8681797814640,0.889722744972689,0.151240000000000
wide,6600,8681797814641,0.963375290086322,0.138605000000000
wide,6600,8681797814642,0.935387322943141,0.139747000000000
wide,6600,8681797814643,0.942752577454505,0.139967000000000
wide,6600,8681797814644,1.004620715349956,0.137998000000000
wide,6600,8681797814645,0.953063933770413,0.135755000000000
wide,6600,8681797814646,0.948644781063595,0.132445000000000
wide,6600,8681797814647,0.964848340988595,0.173063000000000
wide,6600,8681797814648,0.832273759784055,0.134478000000000
wide,6600,8681797814649,0.933914272040869,0.231449000000000
wide,6600,8681797814650,0.960429188281777,0.133158000000000
wide,6600,8681797814651,0.905926304897688,0.133052000000000
wide,6600,8681797814652,0.945698679259050,0.141926000000000
wide,6600,8681797814653,0.923602915724960,0.132822000000000
wide,6600,8681797814654,0.945698679259050,0.134614000000000
wide,7100,9339509770125,0.879100180719680,0.143078000000000
wide,7100,9339509770126,0.984537429809112,0.145876000000000
wide,7100,9339509770127,0.944827297035170,0.146012000000000
wide,7100,9339509770128,0.959889761190804,0.144346000000000
wide,7100,9339509770129,1.005077153657703,0.143540000000000
wide,7100,9339509770130,0.942088667188692,0.143226000000000
wide,7100,9339509770131,0.953043186574607,0.161507000000000
wide,7100,9339509770132,0.977690855192915,0.145059000000000
wide,7100,9339509770133,1.006446468580942,0.143121000000000
wide,7100,9339509770134,0.980429485039394,0.144576000000000
wide,7100,9339509770135,0.914702368723904,0.142335000000000
wide,7100,9339509770136,0.980429485039394,0.142921000000000
wide,7100,9339509770137,0.972213595499958,0.144902000000000
wide,7100,9339509770138,0.928395517956298,0.141549000000000
wide,7100,9339509770139,0.924287573186580,0.147856000000000
wide,7100,9339509770140,0.935242092572495,0.147699000000000
wide,7100,9339509770141,0.928395517956298,0.147511000000000
wide,7100,9339509770142,1.009185098427421,0.149585000000000
wide,7100,9339509770143,0.981798799962634,0.146390000000000
wide,7100,9339509770144,0.966736335807000,0.144996000000000
wide,7100,9339509770145,0.890054700105595,0.156332000000000
wide,7100,9339509770146,0.944827297035170,0.145153000000000
wide,7100,9339509770147,0.937980722418973,0.144660000000000
wide,7100,9339509770148,0.914702368723904,0.145090000000000
wide,7100,9339509770149,0.914702368723904,0.143990000000000
wide,7100,9339509770150,0.955781816421086,0.144095000000000
wide,7100,9339509770151,0.931134147802777,0.143403000000000
wide,7100,9339509770152,0.976321540269676,0.144346000000000
wide,7100,9339509770153,0.961259076114043,0.142461000000000
wide,7100,9339509770154,0.946196611958410,0.143047000000000
wide,7600,9997221725625,0.951745940857853,0.152759000000000
wide,7600,9997221725626,0.887784520101277,0.152864000000000
wide,7600,9997221725627,0.964538225009169,0.152832000000000
wide,7600,9997221725628,0.873713007534831,0.150717000000000
wide,7600,9997221725629,0.914648316819039,0.164796000000000
wide,7600,9997221725630,0.935115971461144,0.153754000000000
wide,7600,9997221725631,0.935115971461144,0.154047000000000
wide,7600,9997221725632,0.877550692780225,0.152833000000000
wide,7600,9997221725633,0.901856032667724,0.153901000000000
wide,7600,9997221725634,0.915927545234171,0.151324000000000
wide,7600,9997221725635,0.990122793311799,0.154267000000000
wide,7600,9997221725636,0.946629027197327,0.153189000000000
wide,7600,9997221725637,0.965817453424300,0.154677000000000
wide,7600,9997221725638,0.931278286215749,0.154362000000000
wide,7600,9997221725639,0.912089859988776,0.152455000000000
wide,7600,9997221725640,0.931278286215749,0.152330000000000
wide,7600,9997221725641,0.968375910254563,0.196730000000000
wide,7600,9997221725642,0.969655138669695,0.161402000000000
wide,7600,9997221725643,0.922323687309828,0.166976000000000
wide,7600,9997221725644,0.882667606440751,0.152005000000000
wide,7600,9997221725645,0.931278286215749,0.153189000000000
wide,7600,9997221725646,0.929999057800618,0.154488000000000
wide,7600,9997221725647,0.932557514630881,0.153744000000000
wide,7600,9997221725648,0.941512113536801,0.153220000000000
wide,7600,9997221725649,0.970934367084826,0.153042000000000
wide,7600,9997221725650,0.923602915724960,0.152602000000000
wide,7600,9997221725651,0.894180662176935,0.151722000000000
wide,7600,9997221725652,0.926161372555223,0.153409000000000
wide,7600,9997221725653,0.982447422821010,0.154592000000000
wide,7600,9997221725654,0.963258996594037,0.154446000000000
wide,8100,10654933681125,0.959010694820329,0.163780000000000
wide,8100,10654933681126,0.950608848933292,0.176101000000000
wide,8100,10654933681127,0.937405948253663,0.163864000000000
wide,8100,10654933681128,0.909799883196257,0.164284000000000
wide,8100,10654933681129,0.985416496179587,0.162890000000000
wide,8100,10654933681130,0.965012013311069,0.163319000000000
wide,8100,10654933681131,0.936205684555515,0.163214000000000
wide,8100,10654933681132,0.957810431122181,0.162660000000000
wide,8100,10654933681133,0.999819660557364,0.164598000000000
wide,8100,10654933681134,0.953009376329588,0.163822000000000
wide,8100,10654933681135,0.908599619498109,0.164891000000000
wide,8100,10654933681136,0.936205684555515,0.163487000000000
wide,8100,10654933681137,0.938606211951811,0.162607000000000
wide,8100,10654933681138,0.920602256479590,0.163466000000000
wide,8100,10654933681139,0.938606211951811,0.176583000000000
wide,8100,10654933681140,0.995018605764772,0.164870000000000
wide,8100,10654933681141,0.926603574970330,0.163540000000000
wide,8100,10654933681142,0.995018605764772,0.164431000000000
wide,8100,10654933681143,1.004620715349956,0.164849000000000
wide,8100,10654933681144,0.871391444855518,0.163142000000000
wide,8100,10654933681145,0.960210958518477,0.163550000000000
